Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Simplified
Volunteering at a local charity event to give back to the community. Contributing to social causes.,Neutral,Afternoon,CharityEventVolunteerHighSchool,Instagram,#CommunityService #HighSchoolVolunteer,20.0,39.0, UK,2023,10,13,12,Neutral
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,Neutral,Evening,GroupProjectCollaborationHighSchool,Facebook,#TeamSpirit #HighSchoolProjects,18.0,35.0, USA,2023,10,14,17,Neutral
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,Neutral,Night,DebateClubParticipationHighSchool,Twitter,#DebateSkills #HighSchoolIntellect,22.0,43.0, Canada,2023,10,15,20,Neutral
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,Happy,Evening,BirthdaySurpriseHighSchool,Instagram,#SurpriseParty #HighSchoolCelebration,27.0,52.0, UK,2023,10,16,15,Positive
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,Happy,Afternoon,CodingSuccessHighSchool,Twitter,#CodingTriumph #HighSchoolTech,24.0,48.0, USA,2023,10,17,12,Positive
Attending a school talent show to support classmates. Applauding the diverse talents on display!,Happy,Evening,TalentShowSupportHighSchool,Facebook,#TalentShow #HighSchoolEntertainment,19.0,38.0, Canada,2023,10,18,16,Positive
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes!",Happy,Evening,WeekendHikeHighSchool,Instagram,#NatureAdventures #HighSchoolFriends,21.0,42.0, UK,2023,10,19,18,Positive
Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,Happy,Afternoon,SportsVictoryHighSchool,Twitter,#SportsTriumph #HighSchoolAthletics,26.0,50.0, USA,2023,10,20,14,Positive
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,Happy,Evening,PenPalConnectionHighSchool,Facebook,#GlobalFriendship #HighSchoolCorrespondence,23.0,45.0, Canada,2023,10,21,17,Positive
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,Happy,Night,MuralCreationHighSchool,Instagram,#ArtCollaboration #HighSchoolCreativity,22.0,43.0, UK,2023,10,22,20,Positive
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,Happy,Evening,ArtExhibitionJoyHighSchool,Instagram,#ArtisticExpression #HighSchoolCreativity,23.0,44.0, USA,2015,11,10,16,Positive
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,Happy,Afternoon,TrackFieldSuccessHighSchool,Twitter,#AthleticAchievement #HighSchoolSports,26.0,51.0, Canada,2016,9,14,12,Positive
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,Happy,Evening,ScienceProjectSuccessHighSchool,Facebook,#ScienceFairWinner #HighSchoolScience,20.0,39.0, UK,2017,8,18,18,Positive
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company!",Happy,Afternoon,BirthdayPartyJoyHighSchool,Instagram,#SurpriseCelebration #HighSchoolFriendship,25.0,48.0, USA,2018,6,22,14,Positive
Successfully fundraising for a school charity initiative. The joy of giving back to the community!,Happy,Evening,CharityFundraisingTriumphHighSchool,Twitter,#CommunityGiving #HighSchoolPhilanthropy,22.0,42.0, Canada,2019,4,5,17,Positive
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food!",Happy,Night,MulticulturalFestivalJoyHighSchool,Facebook,#CulturalCelebration #HighSchoolUnity,21.0,43.0, UK,2020,2,29,20,Positive
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces!",Happy,Evening,VirtualTalentShowSuccessHighSchool,Instagram,#VirtualEntertainment #HighSchoolPositivity,24.0,47.0, USA,2020,11,15,15,Positive
